,PWVmidTim,Tdelay
258,20121028/1145,2205.4
235,20121029/0015,2205.7
236,20121029/0045,2204.9
237,20121029/0115,2208.3
238,20121029/0145,2208.1
239,20121029/0215,2208.2
240,20121029/0245,2205.5
241,20121029/0315,2198.4
242,20121029/0345,2195.5
243,20121029/0415,2198.6
244,20121029/0445,2200.1
245,20121029/0515,2202.4
246,20121029/0545,2200.8
247,20121029/0615,2198.8
248,20121029/0645,2199.1
249,20121029/0715,2196.8
250,20121029/0745,2196.2
251,20121029/0815,2197.2
252,20121029/0845,2192.0
253,20121029/0915,2188.6
254,20121029/0945,2188.6
255,20121029/1015,2184.4
256,20121029/1045,2181.8
257,20121029/1115,2181.8
258,20121029/1145,2182.7
259,20121029/1215,2174.5
260,20121029/1245,2171.9
261,20121029/1315,2175.6
262,20121029/1345,2173.9
263,20121029/1415,2171.0
264,20121029/1445,2168.4
265,20121029/1515,2161.3
266,20121029/1545,2156.2
267,20121029/1615,2160.1
268,20121029/1645,2160.3
269,20121029/1715,2156.9
270,20121029/1745,2159.3
271,20121029/1815,2161.1
272,20121029/1845,2159.3
273,20121029/1915,2163.2
274,20121029/1945,2164.2
275,20121029/2015,2157.7
276,20121029/2045,2154.9
277,20121029/2115,2158.5
278,20121029/2145,2157.4
279,20121029/2215,2152.5
280,20121029/2245,2151.1
281,20121029/2315,2151.9
235,20121030/0015,2151.8
236,20121030/0045,2152.9
237,20121030/0115,2155.1
238,20121030/0145,2159.0
239,20121030/0215,2164.5
240,20121030/0245,2164.6
241,20121030/0315,2162.8
242,20121030/0345,2164.7
243,20121030/0415,2164.9
244,20121030/0445,2165.8
245,20121030/0515,2168.4
246,20121030/0545,2171.1
247,20121030/0615,2175.3
248,20121030/0645,2175.8
249,20121030/0715,2180.1
250,20121030/0745,2189.6
251,20121030/0815,2196.5
252,20121030/0845,2191.1
253,20121030/0915,2178.7
254,20121030/0945,2174.2
255,20121030/1015,2171.4
256,20121030/1045,2164.1
257,20121030/1115,2154.0
258,20121030/1145,2141.5
259,20121030/1215,2134.4
260,20121030/1245,2141.5
261,20121030/1315,2152.0
262,20121030/1345,2153.0
263,20121030/1415,2149.8
264,20121030/1445,2152.5
265,20121030/1515,2153.6
266,20121030/1545,2149.5
267,20121030/1615,2152.8
268,20121030/1645,2155.8
269,20121030/1715,2152.0
270,20121030/1745,2148.9
271,20121030/1815,2148.6
272,20121030/1845,2146.5
273,20121030/1915,2140.6
274,20121030/1945,2138.3
275,20121030/2015,2138.9
276,20121030/2045,2133.2
277,20121030/2115,2132.6
278,20121030/2145,2133.6
279,20121030/2215,2136.6
280,20121030/2245,2144.6
281,20121030/2315,2144.2
188,20121031/0015,2141.6
189,20121031/0045,2139.9
190,20121031/0115,2140.3
191,20121031/0145,2142.8
192,20121031/0215,2145.2
193,20121031/0245,2144.4
194,20121031/0315,2146.2
195,20121031/0345,2147.9
196,20121031/0415,2149.7
197,20121031/0445,2152.6
198,20121031/0515,2153.8
199,20121031/0545,2156.4
200,20121031/0615,2158.1
201,20121031/0645,2157.7
202,20121031/0715,2162.2
203,20121031/0745,2162.3
204,20121031/0815,2162.4
205,20121031/0845,2164.9
206,20121031/0915,2168.4
207,20121031/0945,2172.1
208,20121031/1015,2170.4
209,20121031/1045,2164.2
210,20121031/1115,2162.8
211,20121031/1145,2172.6
212,20121031/1215,2173.6
213,20121031/1245,2169.8
214,20121031/1315,2176.7
215,20121031/1345,2184.6
216,20121031/1415,2183.8
217,20121031/1445,2183.1
218,20121031/1515,2183.1
219,20121031/1545,2182.2
220,20121031/1615,2180.9
221,20121031/1645,2184.2
222,20121031/1715,2187.8
223,20121031/1745,2186.4
224,20121031/1815,2186.9
225,20121031/1845,2186.8
226,20121031/1915,2183.6
227,20121031/1945,2183.4
228,20121031/2015,2185.1
229,20121031/2045,2180.2
230,20121031/2115,2178.4
231,20121031/2145,2180.9
232,20121031/2215,2180.4
233,20121031/2245,2179.5
234,20121031/2315,2176.1
235,20121101/0015,2175.9
236,20121101/0045,2173.2
237,20121101/0115,2173.0
238,20121101/0145,2172.7
239,20121101/0215,2174.0
240,20121101/0245,2173.8
241,20121101/0315,2172.7
242,20121101/0345,2166.4
243,20121101/0415,2163.2
244,20121101/0445,2163.3
245,20121101/0515,2160.9
246,20121101/0545,2159.8
247,20121101/0615,2160.6
248,20121101/0645,2163.2
249,20121101/0715,2161.9
250,20121101/0745,2159.4
251,20121101/0815,2160.2
252,20121101/0845,2159.5
253,20121101/0915,2158.4
254,20121101/0945,2158.0
255,20121101/1015,2157.2
256,20121101/1045,2157.4
257,20121101/1115,2158.2
258,20121101/1145,2157.1
259,20121101/1215,2157.5
260,20121101/1245,2165.2
261,20121101/1315,2173.5
262,20121101/1345,2171.9
263,20121101/1415,2168.9
264,20121101/1445,2171.8
265,20121101/1515,2175.9
266,20121101/1545,2173.0
267,20121101/1615,2167.4
268,20121101/1645,2169.0
269,20121101/1715,2171.2
270,20121101/1745,2172.1
271,20121101/1815,2177.9
272,20121101/1845,2185.2
273,20121101/1915,2189.1
274,20121101/1945,2193.3
275,20121101/2015,2193.8
276,20121101/2045,2195.3
277,20121101/2115,2201.1
278,20121101/2145,2208.4
279,20121101/2215,2211.8
280,20121101/2245,2214.0
281,20121101/2315,2213.5
235,20121102/0015,2204.4
236,20121102/0045,2200.9
237,20121102/0115,2207.9
238,20121102/0145,2208.8
239,20121102/0215,2207.8
240,20121102/0245,2209.4
241,20121102/0315,2209.6
242,20121102/0345,2209.8
243,20121102/0415,2214.9
244,20121102/0445,2215.8
245,20121102/0515,2210.8
246,20121102/0545,2208.7
247,20121102/0615,2210.5
248,20121102/0645,2208.4
249,20121102/0715,2204.6
250,20121102/0745,2203.4
251,20121102/0815,2208.7
252,20121102/0845,2209.1
253,20121102/0915,2203.8
254,20121102/0945,2203.1
255,20121102/1015,2202.0
256,20121102/1045,2198.8
257,20121102/1115,2200.6
258,20121102/1145,2203.2
259,20121102/1215,2199.5
260,20121102/1245,2196.6
261,20121102/1315,2198.3
262,20121102/1345,2199.9
263,20121102/1415,2205.2
264,20121102/1445,2208.3
265,20121102/1515,2206.3
266,20121102/1545,2214.4
267,20121102/1615,2215.8
268,20121102/1645,2212.8
269,20121102/1715,2216.5
270,20121102/1745,2214.9
271,20121102/1815,2211.4
272,20121102/1845,2211.6
273,20121102/1915,2215.3
274,20121102/1945,2216.9
275,20121102/2015,2212.9
276,20121102/2045,2211.3
277,20121102/2115,2217.4
278,20121102/2145,2221.8
279,20121102/2215,2224.4
280,20121102/2245,2227.9
281,20121102/2315,2226.4
235,20121103/0015,2224.7
236,20121103/0045,2227.6
237,20121103/0115,2228.6
238,20121103/0145,2225.5
239,20121103/0215,2227.0
240,20121103/0245,2224.7
241,20121103/0315,2220.2
242,20121103/0345,2218.3
243,20121103/0415,2213.2
244,20121103/0445,2215.1
245,20121103/0515,2209.6
246,20121103/0545,2195.9
247,20121103/0615,2187.9
248,20121103/0645,2176.6
249,20121103/0715,2169.5
250,20121103/0745,2166.3
251,20121103/0815,2166.1
252,20121103/0845,2168.8
253,20121103/0915,2168.1
254,20121103/0945,2167.5
255,20121103/1015,2168.1
256,20121103/1045,2168.9
257,20121103/1115,2169.0
258,20121103/1145,2170.7
259,20121103/1215,2170.1
260,20121103/1245,2165.6
261,20121103/1315,2164.1
262,20121103/1345,2162.8
263,20121103/1415,2160.6
264,20121103/1445,2156.1
265,20121103/1515,2153.6
266,20121103/1545,2151.9
267,20121103/1615,2151.1
268,20121103/1645,2152.7
269,20121103/1715,2150.1
270,20121103/1745,2149.8
271,20121103/1815,2156.1
272,20121103/1845,2159.0
273,20121103/1915,2157.6
274,20121103/1945,2158.1
275,20121103/2015,2155.1
276,20121103/2045,2153.8
277,20121103/2115,2157.8
278,20121103/2145,2158.6
279,20121103/2215,2158.2
280,20121103/2245,2156.8
281,20121103/2315,2154.2
235,20121104/0015,2155.7
236,20121104/0045,2153.6
237,20121104/0115,2152.4
238,20121104/0145,2155.2
239,20121104/0215,2156.9
240,20121104/0245,2161.1
241,20121104/0315,2161.8
242,20121104/0345,2156.6
243,20121104/0415,2156.1
244,20121104/0445,2154.4
245,20121104/0515,2150.6
246,20121104/0545,2153.2
247,20121104/0615,2155.8
248,20121104/0645,2155.8
249,20121104/0715,2157.6
250,20121104/0745,2159.2
251,20121104/0815,2160.8
252,20121104/0845,2163.1
253,20121104/0915,2161.6
254,20121104/0945,2160.2
255,20121104/1015,2161.4
256,20121104/1045,2160.8
257,20121104/1115,2160.1
258,20121104/1145,2161.2
259,20121104/1215,2157.9
260,20121104/1245,2152.6
261,20121104/1315,2152.7
262,20121104/1345,2154.2
263,20121104/1415,2154.7
264,20121104/1445,2148.9
265,20121104/1515,2144.9
266,20121104/1545,2146.8
267,20121104/1615,2147.2
268,20121104/1645,2146.7
269,20121104/1715,2146.4
270,20121104/1745,2148.9
271,20121104/1815,2153.2
272,20121104/1845,2153.7
273,20121104/1915,2152.5
274,20121104/1945,2153.1
275,20121104/2015,2154.0
276,20121104/2045,2154.2
277,20121104/2115,2154.4
278,20121104/2145,2153.1
279,20121104/2215,2151.4
280,20121104/2245,2150.3
281,20121104/2315,2148.8
235,20121105/0015,2151.8
236,20121105/0045,2156.3
237,20121105/0115,2157.1
238,20121105/0145,2159.4
239,20121105/0215,2160.8
240,20121105/0245,2157.7
241,20121105/0315,2156.0
242,20121105/0345,2157.4
243,20121105/0415,2157.7
244,20121105/0445,2158.1
245,20121105/0515,2155.2
246,20121105/0545,2153.3
247,20121105/0615,2151.6
248,20121105/0645,2142.8
249,20121105/0715,2145.8
250,20121105/0745,2152.2
251,20121105/0815,2149.6
252,20121105/0845,2152.4
253,20121105/0915,2155.3
254,20121105/0945,2156.2
255,20121105/1015,2153.2
256,20121105/1045,2152.0
257,20121105/1115,2153.3
258,20121105/1145,2147.8
259,20121105/1215,2137.0
260,20121105/1245,2135.1
261,20121105/1315,2136.1
262,20121105/1345,2133.2
263,20121105/1415,2133.8
264,20121105/1445,2132.9
265,20121105/1515,2134.1
266,20121105/1545,2138.7
267,20121105/1615,2139.1
268,20121105/1645,2138.5
269,20121105/1715,2143.2
270,20121105/1745,2145.8
271,20121105/1815,2146.7
272,20121105/1845,2148.2
273,20121105/1915,2148.8
274,20121105/1945,2151.7
275,20121105/2015,2149.8
276,20121105/2045,2147.4
277,20121105/2115,2149.5
278,20121105/2145,2150.2
279,20121105/2215,2151.4
280,20121105/2245,2147.6
281,20121105/2315,2144.9
235,20121106/0015,2146.3
236,20121106/0045,2152.2
237,20121106/0115,2155.8
238,20121106/0145,2155.0
239,20121106/0215,2151.6
240,20121106/0245,2148.0
241,20121106/0315,2146.7
242,20121106/0345,2149.7
243,20121106/0415,2149.2
244,20121106/0445,2151.0
245,20121106/0515,2158.1
246,20121106/0545,2164.6
247,20121106/0615,2169.2
248,20121106/0645,2168.9
249,20121106/0715,2179.0
250,20121106/0745,2195.4
251,20121106/0815,2198.6
252,20121106/0845,2200.8
253,20121106/0915,2204.8
254,20121106/0945,2204.2
255,20121106/1015,2203.3
256,20121106/1045,2202.6
257,20121106/1115,2200.6
258,20121106/1145,2202.0
259,20121106/1215,2203.0
260,20121106/1245,2206.1
261,20121106/1315,2208.6
262,20121106/1345,2205.7
263,20121106/1415,2206.3
264,20121106/1445,2206.3
265,20121106/1515,2208.3
266,20121106/1545,2211.6
267,20121106/1615,2212.8
268,20121106/1645,2214.2
269,20121106/1715,2212.8
270,20121106/1745,2210.7
271,20121106/1815,2207.8
272,20121106/1845,2204.9
273,20121106/1915,2208.4
274,20121106/1945,2211.3
275,20121106/2015,2207.8
276,20121106/2045,2206.9
277,20121106/2115,2208.5
278,20121106/2145,2209.2
279,20121106/2215,2212.3
280,20121106/2245,2216.6
281,20121106/2315,2218.7
235,20121107/0015,2220.9
236,20121107/0045,2225.5
237,20121107/0115,2225.8
238,20121107/0145,2225.9
239,20121107/0215,2228.0
240,20121107/0245,2230.0
241,20121107/0315,2227.2
242,20121107/0345,2226.1
243,20121107/0415,2225.9
244,20121107/0445,2224.9
245,20121107/0515,2226.6
246,20121107/0545,2226.9
247,20121107/0615,2223.8
248,20121107/0645,2222.1
249,20121107/0715,2219.4
250,20121107/0745,2218.4
251,20121107/0815,2218.7
252,20121107/0845,2217.3
253,20121107/0915,2213.6
254,20121107/0945,2211.4
255,20121107/1015,2210.5
256,20121107/1045,2211.8
257,20121107/1115,2212.9
258,20121107/1145,2213.6
259,20121107/1215,2218.9
260,20121107/1245,2223.6
261,20121107/1315,2226.3
262,20121107/1345,2235.4
263,20121107/1415,2236.9
264,20121107/1445,2228.6
265,20121107/1515,2226.8
266,20121107/1545,2226.6
267,20121107/1615,2228.1
268,20121107/1645,2227.9
269,20121107/1715,2225.3
270,20121107/1745,2228.3
271,20121107/1815,2232.1
272,20121107/1845,2229.2
273,20121107/1915,2229.8
274,20121107/1945,2231.3
275,20121107/2015,2224.2
276,20121107/2045,2220.9
277,20121107/2115,2221.0
278,20121107/2145,2219.4
279,20121107/2215,2219.8
280,20121107/2245,2215.2
281,20121107/2315,2214.9
235,20121108/0015,2218.6
236,20121108/0045,2220.1
237,20121108/0115,2217.9
238,20121108/0145,2216.8
239,20121108/0215,2212.6
240,20121108/0245,2210.6
241,20121108/0315,2208.9
242,20121108/0345,2209.7
243,20121108/0415,2213.9
244,20121108/0445,2211.0
245,20121108/0515,2206.8
246,20121108/0545,2204.8
247,20121108/0615,2205.2
248,20121108/0645,2202.6
249,20121108/0715,2197.7
250,20121108/0745,2201.2
251,20121108/0815,2205.1
252,20121108/0845,2202.4
253,20121108/0915,2201.7
254,20121108/0945,2200.6
255,20121108/1015,2198.9
256,20121108/1045,2194.8
257,20121108/1115,2193.2
258,20121108/1145,2193.1
259,20121108/1215,2191.4
260,20121108/1245,2191.8
261,20121108/1315,2193.7
262,20121108/1345,2192.4
263,20121108/1415,2189.8
264,20121108/1445,2189.1
265,20121108/1515,2186.2
266,20121108/1545,2186.3
267,20121108/1615,2186.1
268,20121108/1645,2186.2
269,20121108/1715,2185.7
270,20121108/1745,2184.7
271,20121108/1815,2184.1
272,20121108/1845,2183.4
273,20121108/1915,2188.4
274,20121108/1945,2192.5
275,20121108/2015,2189.9
276,20121108/2045,2189.5
277,20121108/2115,2190.3
278,20121108/2145,2189.7
279,20121108/2215,2192.2
280,20121108/2245,2190.6
281,20121108/2315,2189.5
188,20121109/0015,2187.8
189,20121109/0045,2187.5
190,20121109/0115,2183.4
191,20121109/0145,2183.9
192,20121109/0215,2188.9
193,20121109/0245,2188.1
194,20121109/0315,2184.9
195,20121109/0345,2182.8
196,20121109/0415,2182.7
197,20121109/0445,2184.5
198,20121109/0515,2186.7
199,20121109/0545,2184.2
200,20121109/0615,2181.8
201,20121109/0645,2184.7
202,20121109/0715,2186.5
203,20121109/0745,2185.6
204,20121109/0815,2184.0
205,20121109/0845,2182.1
206,20121109/0915,2176.5
207,20121109/0945,2171.9
208,20121109/1015,2175.2
209,20121109/1045,2176.3
210,20121109/1115,2171.4
211,20121109/1145,2172.7
212,20121109/1215,2174.8
213,20121109/1245,2174.2
214,20121109/1315,2174.8
215,20121109/1345,2176.0
216,20121109/1415,2171.9
217,20121109/1445,2168.7
218,20121109/1515,2174.2
219,20121109/1545,2173.9
220,20121109/1615,2170.3
221,20121109/1645,2174.3
222,20121109/1715,2174.8
223,20121109/1745,2172.6
224,20121109/1815,2170.8
225,20121109/1845,2170.2
226,20121109/1915,2174.6
227,20121109/1945,2173.5
228,20121109/2015,2169.4
229,20121109/2045,2169.9
230,20121109/2115,2169.4
231,20121109/2145,2167.2
232,20121109/2215,2167.8
233,20121109/2245,2168.0
234,20121109/2315,2165.9
226,20121110/0015,2165.6
227,20121110/0045,2165.8
228,20121110/0115,2164.6
229,20121110/0145,2164.5
230,20121110/0215,2163.8
231,20121110/0245,2164.9
232,20121110/0315,2165.4
233,20121110/0345,2164.6
234,20121110/0415,2166.2
235,20121110/0445,2163.2
236,20121110/0515,2163.6
237,20121110/0545,2165.1
238,20121110/0615,2162.9
239,20121110/0645,2164.5
240,20121110/0715,2166.3
241,20121110/0745,2167.4
242,20121110/0815,2165.1
243,20121110/0845,2160.6
244,20121110/0915,2161.1
245,20121110/0945,2161.3
246,20121110/1015,2159.7
247,20121110/1045,2159.0
248,20121110/1115,2158.5
249,20121110/1145,2158.7
250,20121110/1215,2155.6
251,20121110/1245,2155.2
252,20121110/1315,2158.7
253,20121110/1345,2157.3
254,20121110/1415,2155.4
255,20121110/1445,2156.0
256,20121110/1515,2157.1
257,20121110/1545,2157.3
258,20121110/1615,2158.2
259,20121110/1645,2159.8
260,20121110/1715,2158.1
261,20121110/1745,2155.8
262,20121110/1815,2157.1
263,20121110/1845,2160.8
264,20121110/1915,2163.6
265,20121110/1945,2162.8
266,20121110/2015,2160.1
267,20121110/2045,2161.6
268,20121110/2115,2161.3
269,20121110/2145,2159.8
270,20121110/2215,2163.1
271,20121110/2245,2161.8
272,20121110/2315,2158.1
235,20121111/0015,2156.4
236,20121111/0045,2158.1
237,20121111/0115,2156.3
238,20121111/0145,2158.9
239,20121111/0215,2160.2
240,20121111/0245,2158.1
241,20121111/0315,2158.4
242,20121111/0345,2158.6
243,20121111/0415,2158.0
244,20121111/0445,2155.9
245,20121111/0515,2156.8
246,20121111/0545,2155.6
247,20121111/0615,2155.0
248,20121111/0645,2157.7
249,20121111/0715,2154.2
250,20121111/0745,2158.2
251,20121111/0815,2160.2
252,20121111/0845,2154.1
253,20121111/0915,2156.8
254,20121111/0945,2155.3
255,20121111/1015,2152.8
256,20121111/1045,2157.9
257,20121111/1115,2162.6
258,20121111/1145,2165.2
259,20121111/1215,2169.6
260,20121111/1245,2172.1
261,20121111/1315,2172.7
262,20121111/1345,2175.0
263,20121111/1415,2172.8
264,20121111/1445,2171.3
265,20121111/1515,2172.2
266,20121111/1545,2171.0
267,20121111/1615,2171.1
268,20121111/1645,2174.9
269,20121111/1715,2177.8
270,20121111/1745,2179.1
271,20121111/1815,2181.9
272,20121111/1845,2185.2
273,20121111/1915,2185.8
274,20121111/1945,2181.8
275,20121111/2015,2179.8
276,20121111/2045,2179.9
277,20121111/2115,2177.3
278,20121111/2145,2178.2
279,20121111/2215,2178.6
280,20121111/2245,2179.5
281,20121111/2315,2180.2
188,20121112/0015,2183.1
189,20121112/0045,2179.8
190,20121112/0115,2177.6
191,20121112/0145,2177.8
192,20121112/0215,2177.1
193,20121112/0245,2176.6
194,20121112/0315,2177.6
195,20121112/0345,2178.7
196,20121112/0415,2180.3
197,20121112/0445,2178.7
198,20121112/0515,2178.6
199,20121112/0545,2179.9
200,20121112/0615,2178.8
201,20121112/0645,2176.2
202,20121112/0715,2175.6
203,20121112/0745,2174.4
204,20121112/0815,2172.6
205,20121112/0845,2172.3
206,20121112/0915,2168.4
207,20121112/0945,2163.1
208,20121112/1015,2162.9
209,20121112/1045,2162.2
210,20121112/1115,2161.3
211,20121112/1145,2161.9
212,20121112/1215,2164.0
213,20121112/1245,2164.4
214,20121112/1315,2164.0
215,20121112/1345,2165.1
216,20121112/1415,2162.3
217,20121112/1445,2165.1
218,20121112/1515,2165.7
219,20121112/1545,2162.6
220,20121112/1615,2165.2
221,20121112/1645,2166.7
222,20121112/1715,2164.7
223,20121112/1745,2164.1
224,20121112/1815,2163.6
225,20121112/1845,2164.8
226,20121112/1915,2164.1
227,20121112/1945,2159.3
228,20121112/2015,2157.6
229,20121112/2045,2158.0
230,20121112/2115,2158.0
231,20121112/2145,2157.4
232,20121112/2215,2156.6
233,20121112/2245,2154.2
234,20121112/2315,2151.9
235,20121113/0015,2153.9
236,20121113/0045,2152.2
237,20121113/0115,2150.1
238,20121113/0145,2147.4
239,20121113/0215,2146.2
240,20121113/0245,2146.1
241,20121113/0315,2146.4
242,20121113/0345,2148.2
243,20121113/0415,2147.8
244,20121113/0445,2144.2
245,20121113/0515,2146.3
246,20121113/0545,2147.4
247,20121113/0615,2145.7
248,20121113/0645,2144.9
249,20121113/0715,2144.6
250,20121113/0745,2144.2
251,20121113/0815,2143.4
252,20121113/0845,2142.1
253,20121113/0915,2141.4
254,20121113/0945,2139.9
255,20121113/1015,2137.6
256,20121113/1045,2136.7
257,20121113/1115,2136.4
258,20121113/1145,2138.1
259,20121113/1215,2140.0
260,20121113/1245,2139.1
261,20121113/1315,2136.3
262,20121113/1345,2135.6
263,20121113/1415,2136.1
264,20121113/1445,2138.9
265,20121113/1515,2138.9
266,20121113/1545,2139.4
267,20121113/1615,2141.1
268,20121113/1645,2142.2
269,20121113/1715,2144.2
270,20121113/1745,2145.2
271,20121113/1815,2149.5
272,20121113/1845,2153.1
273,20121113/1915,2152.8
274,20121113/1945,2152.7
275,20121113/2015,2153.1
276,20121113/2045,2153.1
277,20121113/2115,2155.0
278,20121113/2145,2157.9
279,20121113/2215,2159.9
280,20121113/2245,2158.7
281,20121113/2315,2156.1
235,20121114/0015,2158.1
236,20121114/0045,2157.1
237,20121114/0115,2157.9
238,20121114/0145,2158.0
239,20121114/0215,2159.6
240,20121114/0245,2159.1
241,20121114/0315,2158.4
242,20121114/0345,2160.6
243,20121114/0415,2161.4
244,20121114/0445,2159.4
245,20121114/0515,2160.0
246,20121114/0545,2161.0
247,20121114/0615,2160.0
248,20121114/0645,2158.6
249,20121114/0715,2156.7
250,20121114/0745,2157.8
251,20121114/0815,2160.1
252,20121114/0845,2163.6
253,20121114/0915,2162.7
254,20121114/0945,2156.6
255,20121114/1015,2153.1
256,20121114/1045,2152.1
257,20121114/1115,2152.0
258,20121114/1145,2152.2
259,20121114/1215,2153.3
260,20121114/1245,2152.8
261,20121114/1315,2151.7
262,20121114/1345,2151.8
263,20121114/1415,2152.3
264,20121114/1445,2152.0
265,20121114/1515,2149.1
266,20121114/1545,2149.6
267,20121114/1615,2154.2
268,20121114/1645,2157.4
269,20121114/1715,2157.4
270,20121114/1745,2156.1
271,20121114/1815,2156.3
272,20121114/1845,2158.4
273,20121114/1915,2158.5
274,20121114/1945,2156.1
275,20121114/2015,2156.7
276,20121114/2045,2157.8
277,20121114/2115,2155.3
278,20121114/2145,2153.6
279,20121114/2215,2151.8
280,20121114/2245,2148.6
281,20121114/2315,2148.4
235,20121115/0015,2146.0
236,20121115/0045,2144.4
